,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9
14,0.0,0.00017966478,0.0,1.2535859e-37,1.9869328e-12,6.2167248e-21,0.99981934,0.0,0.0,1.0951634e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,1.0,2.1853486e-17,0.0,1.6255439e-10,3.645867e-08,7.3782605e-17,0.0,4.5447547e-29,5.003414e-12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.027164e-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.952934e-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18,0.0,1.7291955e-24,9.4499516e-23,0.0,0.0,0.0,2.0882892e-19,0.0,1.0,8.099482e-31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,5.933192e-32,0.0,0.0,2.1966515e-37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,1.0,0.0,5.5808924e-23,0.0,0.0,5.0036323e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,0.0,1.3367551e-30,0.0,0.0,0.0,0.0,1.0,1.2414876e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23,0.0,0.0023533471,0.0,0.0,0.0,5.1813275e-33,0.99764663,0.0,0.0,1.9442051e-23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,3.5526032e-31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.9999989,2.1232602e-35,0.0,0.0,0.0,4.1773424e-22,0.0,5.8563125e-22,1.1184223e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,0.0,5.0720347e-28,0.0,0.0,0.0,0.0,1.0,2.6095516e-31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.9998292,0.0,3.4124977e-30,9.949155e-27,0.0,0.00017063976,0.0,1.18832215e-32,1.09690035e-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,5.584505e-33,0.0,0.0,2.68948e-18,2.750799e-13,1.0,1.6780209e-25,3.96692e-09,2.9295558e-10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,1.0,0.0,0.0,0.0,1.9103048e-37,0.0,0.0,8.403595e-20,1.9564346e-22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,1.0,1.3285948e-31,0.0,0.0,5.1176974e-32,2.2980803e-13,0.0,0.0,9.806338e-35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.3944587e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,0.0,0.9999999,0.0,0.0,6.1758993e-25,0.0,1.3238463e-28,0.0,0.0,6.397694e-08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,4.5882388e-33,0.0,0.0,0.0,0.54953486,0.45046514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,0.0,0.662747,0.0,2.517583e-34,0.337253,0.0,8.3783445e-11,0.0,2.5083053e-18,3.038116e-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,1.3395742e-31,0.0,0.0,0.0,0.99707234,0.0029276602,5.869949e-29,4.3185455e-23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,8.9023146e-27,0.0,3.1230538e-26,2.0130903e-26,0.0,1.0,0.0,3.2540953e-34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,7.5167295e-09,0.0,2.3685873e-29,2.5048618e-12,0.0,1.0,0.0,0.0,2.2540501e-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43,2.4819684e-34,0.87263834,2.6337996e-12,3.077264e-11,2.725675e-38,0.0,2.4722036e-07,1.637437e-33,0.0,0.12736148,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,1.0,0.0,0.0,1.5616744e-38,0.0,6.2634334e-22,0.0,0.0,1.4815669e-31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,5.5734895e-15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06197684e-13,9.413253e-23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,4.7402127e-38,0.9998727,0.0,6.1655504e-27,0.00012730715,0.0,2.9092294e-16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,0.0,2.44741e-31,0.0,1.2189138e-07,0.0,0.0,0.0,1.8275534e-29,0.0,0.9999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.999253,0.0,3.281955e-14,0.0,3.569017e-29,0.0007469644,9.892953e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.9317697,0.0,0.068230316,1.7183146e-25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,3.3435224e-35,0.0,0.0,1.0725714e-26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.647966e-25,2.1727786e-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.45208234,0.54791766,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,3.8639095e-10,0.0,0.0,0.0,0.0,0.0,8.912214e-32,6.600611e-28,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57,0.0,5.138678e-21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.9871596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012840347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59,0.0,1.6507926e-16,0.0,6.539118e-05,0.0,1.882001e-17,0.9939843,0.0059503303,2.9448205e-24,2.4558678e-38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60,0.0,5.377669e-22,0.0,0.0,0.0,8.183783e-36,7.4164896e-34,1.0,2.3837891e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1585232e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63,0.0,1.0,0.0,0.0,7.909748e-38,1.0674303e-30,1.0118106e-23,2.7872117e-26,0.0,5.4300145e-12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.99990416,0.0,0.0,3.90749e-23,9.586518e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
65,0.0,6.616248e-26,0.0,0.0,3.2954727e-17,0.0,8.398423e-23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.9999435e-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
67,0.0,2.6104103e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,3.9578035e-10,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,2.5895015e-38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,9.359442e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,1.0,0.0,0.0,2.459911e-12,0.0,2.3946556e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74,0.0,1.0,0.0,0.0,1.2885288e-09,0.0,4.3055447e-15,0.0,0.0,1.8737517e-27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,3.4602353e-38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1546588e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76,0.0,1.2559549e-18,3.3945434e-20,3.8508202e-29,5.8342334e-33,0.0,1.0,1.2283182e-31,1.9324979e-30,3.941665e-11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.016098002,0.0,0.0,0.0,7.109994e-14,0.98390204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,1.4223978e-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7695138e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4410987e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0027014e-36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.323436e-32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.815637e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.196081e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,0.0,1.0,0.0,0.0,0.0,7.3849415e-30,8.0049705e-23,0.0,0.0,1.0311014e-31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
89,0.0,2.782858e-17,0.0,2.2361272e-36,2.7544005e-28,0.0,1.0,0.0,0.0,1.6147089e-26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
92,0.0,3.7106604e-09,0.0,0.0,6.895819e-16,0.0,1.0,1.027716e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
93,0.0,1.3922224e-35,0.0,0.0,0.0032394137,6.23873e-25,0.99676067,0.0,7.500026e-21,3.5547332e-11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,9.054326e-06,0.0,0.0,2.1665952e-24,4.4200186e-07,0.9794606,0.0,3.0662525e-21,0.020529974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1566376e-31,3.3871498e-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.7113557,0.0,0.0,0.0,0.0,0.28864428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0703057e-36,0.0,8.1672145e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
101,0.0,0.99353045,6.641325e-32,8.850689e-06,3.7493112e-25,0.0,1.0514356e-25,0.0064606806,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,1.3327895e-36,0.0,0.0,0.0,0.0,3.9309313e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
103,0.0,0.8392858,0.0,1.5873106e-30,3.743616e-27,8.1304427e-25,2.2672915e-37,4.895554e-36,0.0,0.16071421,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104,0.0,4.1387154e-34,2.358695e-23,0.9995883,0.00041166085,1.814611e-30,3.1599652e-18,6.7276544e-09,0.0,2.8200995e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0471003e-35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
109,0.0,0.0,0.0,2.7533267e-34,0.9999869,0.0,0.0,0.0,0.0,1.3095549e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
110,0.0,1.0,0.0,0.0,6.715856e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111,0.0,0.0,0.0,0.0,1.435512e-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
112,0.0,1.13516885e-08,0.0,9.2675707e-29,0.0,0.999985,1.5038338e-05,0.0,2.1744463e-18,1.4753115e-10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114,0.0,0.0,0.0,0.0,2.5591826e-11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
115,0.0,1.5963204e-22,0.0,2.1012108e-26,3.84363e-36,0.0,2.2310683e-34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
116,0.0,2.4862157e-17,0.0,0.0,1.7168657e-38,1.7875825e-37,0.0,2.4270838e-33,1.9358301e-18,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
117,0.0,1.0,0.0,0.0,0.0,0.0,2.3787843e-13,0.0,8.464773e-31,2.9944843e-21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4483678e-35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119,0.0,0.3711402,0.0,0.0,0.6288598,0.0,9.113953e-21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,8.932122e-10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
121,0.0,1.0,0.0,6.4265936e-12,0.0,0.0,0.0,0.0,0.0,9.56662e-26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,9.519835e-19,0.0,0.0,0.0,0.05648955,0.9435105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
123,0.0,7.771098e-31,0.0,0.0,0.999688,0.0,0.0003120352,5.2194704e-34,0.0,1.2558463e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
125,0.0,2.2667345e-15,0.0,1.588623e-30,0.0,9.295733e-33,1.0,1.3798516e-37,0.0,2.5583766e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
126,0.0,0.0,0.0,0.0,0.0,0.0,5.7903044e-20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.872377e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129,0.0,9.476516e-07,0.0,0.0,0.0,0.0,0.99999905,0.0,0.0,1.26685894e-23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
130,0.0,3.7462978e-20,0.0,1.9276081e-32,0.17122354,0.0,0.8287765,0.0,0.0,1.749428e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
131,0.0,1.825864e-10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0988278e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
134,0.0,2.696639e-06,0.0,0.0,0.0,2.7717304e-29,0.0,9.670632e-30,3.6406495e-13,0.99999726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
135,0.0,7.399406e-08,0.0,1.3430862e-25,4.685708e-08,7.806349e-26,0.9999999,0.0,6.4298703e-37,6.5242915e-18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3939844e-31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,4.647935e-37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140,0.0,2.3247753e-24,0.0,1.5374617e-17,0.0,0.0,1.0,5.4166156e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
141,0.0,2.168812e-26,0.0,0.0,0.0,8.146394e-24,0.0,4.0189786e-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.812252e-29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,3.342611e-31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,2.3562868e-21,1.0,0.0,0.0,1.8421486e-35,0.0,4.523615e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
145,0.0,1.0,0.0,0.0,2.3815694e-30,0.0,9.718258e-29,0.0,1.7701365e-22,1.7554122e-12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,2.3094065e-37,0.0,2.44703e-14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
147,0.0,0.9999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.660834e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,5.89181e-23,0.0,5.5976645e-26,0.0,0.0,0.7370192,0.26298082,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0483425e-31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
